,NestID,Length,TotalLength,ItemNumber,RemainingLength
47872,872,8237,8237,00029,4763.0
38054,7192,8921,8921,00029,4079.0
10880,3203,2786,13000,00029,0.0
42382,6814,507,7111,00029,889.0
36014,1333,1171,5767,00030,2233.0
40178,3665,5621,7967,00030,33.0
9920,1921,2950,5900,00030,2100.0
45412,10186,2817,5634,00030,2366.0
44085,1023,570,13000,00030,0.0
10647,2261,2557,12825,00030,175.0
42501,7652,415,6000,00030,0.0
28902,2864,3325,6650,00030,1350.0
15245,9930,2415,7948,00030,52.0
15892,4819,11909,11909,00030,1091.0
41399,10424,1489,1489,00030,4511.0
38397,1528,2712,6838,00030,6162.0
38621,5729,2269,7998,00030,2.0
19907,6094,5696,11392,00030,1608.0
29806,2619,3325,6650,00030,1350.0
41641,134,3625,7275,00030,725.0
42383,6814,507,7111,00030,889.0
27207,1219,374,7113,00030,5887.0
19088,761,1925,10290,00030,2710.0
52569,530,3603,3603,00030,2397.0
15491,6481,1790,13000,00030,0.0
21803,9018,3035,6070,00030,1930.0
46128,915,1251,8405,00030,4595.0
28946,1668,6377,6377,00030,1623.0
34211,5446,1496,13000,00030,0.0
3329,3843,10504,10504,00030,2496.0
36906,2406,8400,8400,00030,4600.0
38096,7189,8921,8921,00030,4079.0
38053,7191,8921,8921,00031,4079.0
4799,8712,415,8000,00031,0.0
48957,10237,1430,7042,00031,958.0
10605,2233,2841,5683,00031,2317.0
107,7893,435,8000,00031,0.0
3328,3842,10504,10504,00031,2496.0
41633,130,3650,7300,00031,700.0
28942,1664,2581,7743,00031,257.0
15887,4804,12800,12800,00031,200.0
43645,9055,3447,10341,00031,2659.0
45409,10185,2817,5634,00031,2366.0
36897,2400,6037,12927,00031,73.0
38389,1526,3037,12131,00031,869.0
22007,8096,3385,13000,00031,0.0
36015,1333,1171,5767,00031,2233.0
42389,6831,507,2028,00031,5448.0
22855,3333,2623,7967,00031,33.0
19880,6084,6611,13000,00031,0.0
15492,6481,1543,13000,00031,0.0
40835,5119,950,8000,00031,0.0
9917,1920,2950,5900,00031,2100.0
29814,2620,6396,6396,00031,1604.0
27205,1219,749,7113,00031,5887.0
8264,7536,2888,7910,00031,90.0
49857,163,485,5895,00031,105.0
47867,867,4925,12850,00032,150.0
15886,4803,12800,12800,00032,200.0
24907,6003,2990,7890,00032,110.0
28903,2864,3325,6650,00032,1350.0
41630,129,3650,7300,00032,700.0
15489,6480,1543,13000,00032,0.0
38387,1525,3037,12973,00032,27.0
22840,3330,2700,7998,00032,2.0
3327,3841,10504,10504,00032,2496.0
29980,8932,546,8000,00032,0.0
38052,7190,8921,8921,00032,4079.0
28570,1649,504,8000,00032,0.0
45410,10185,2817,5634,00032,2366.0
44121,1031,825,3518,00032,30.0
42384,6814,507,7111,00032,889.0
19083,760,1925,12597,00032,403.0
36902,2402,10124,10124,00032,2876.0
34210,5446,3744,13000,00032,0.0
1134,9524,2814,5619,00032,2381.0
27206,1219,749,7113,00032,5887.0
36119,1356,677,7875,00032,263.0
40201,3673,2775,3267,00032,4733.0
22009,8097,2865,13000,00032,0.0
49850,160,485,6000,00032,0.0
42763,8585,1433,12998,00032,2.0
8297,7542,363,2099,00032,1.0
28880,2842,3325,7999,00033,1.0
34214,5447,7150,13000,00033,0.0
27219,1218,749,12771,00033,229.0
22027,8101,3221,13000,00033,0.0
42375,6813,507,7993,00033,7.0
40530,9276,2960,5914,00033,2086.0
38388,1525,3037,12973,00033,27.0
48954,10236,1435,7175,00033,825.0
28941,1664,2581,7743,00033,257.0
47869,869,8244,8244,00033,4756.0
36900,2401,7500,12561,00033,439.0
45395,10176,2375,8000,00033,0.0
22833,3329,2700,8000,00033,0.0
44290,1025,723,13000,00033,0.0
18708,7819,993,8000,00033,0.0
38670,5750,8387,8387,00033,4613.0
15488,6479,929,2064,00033,0.0
38095,7188,8921,8921,00033,4079.0
39203,3642,2775,5550,00033,2450.0
9888,1914,7207,7207,00033,793.0
36877,2394,2695,13000,00034,0.0
9918,1920,2950,5900,00034,2100.0
42376,6813,507,7993,00034,7.0
6370,8831,563,8000,00034,0.0
41631,129,3650,7300,00034,700.0
29826,2621,6156,6156,00034,1844.0
28947,1669,2581,5789,00034,2211.0
10612,2194,471,6000,00034,0.0
35884,10842,2615,7645,00034,355.0
19084,760,1925,12597,00034,403.0
48899,10239,1295,5307,00034,18.0
38669,5748,9106,9106,00034,3894.0
44120,1031,2693,3518,00034,30.0
40832,5118,574,8000,00034,0.0
21646,8298,220,4639,00034,0.0
40503,9241,469,4979,00034,0.0
8641,7529,2681,7986,00034,14.0
52567,528,3615,3615,00034,2385.0
38358,1521,760,13000,00034,0.0
27220,1218,749,12771,00034,229.0
3326,3840,10504,10504,00034,2496.0
22807,3327,2700,8000,00034,0.0
45461,10191,2657,10588,00034,2412.0
15890,4816,12171,12171,00034,829.0
34188,5441,146,8026,00034,0.0
15497,6484,3622,8750,00034,4250.0
49843,84,485,6000,00034,0.0
19935,6105,1220,12927,00034,73.0
22143,8095,497,13000,00034,0.0
47868,868,9425,9425,00034,3575.0
28881,2842,3325,7999,00034,1.0
47866,867,7925,12850,00035,150.0
28900,2863,3425,6850,00035,1150.0
22015,8098,2965,13000,00035,0.0
36886,2395,3130,13000,00035,0.0
19085,760,1925,12597,00035,403.0
45458,10184,2817,5634,00035,2366.0
38659,5745,1943,12992,00035,8.0
52280,167,392,7547,00035,0.0
36488,3391,1650,13000,00035,0.0
27221,1218,749,12771,00035,229.0
40830,5117,625,8000,00035,0.0
3091,3859,3809,10449,00035,2551.0
49837,83,485,5071,00035,0.0
19936,6105,1220,12927,00035,73.0
28943,1665,2581,7743,00035,257.0
29801,2616,3325,6650,00035,1350.0
39200,3641,2775,5550,00035,2450.0
38356,1521,2607,13000,00035,0.0
41628,128,3650,7300,00035,700.0
9915,1919,2950,5900,00035,2100.0
52568,529,3615,3615,00035,2385.0
44090,1023,504,13000,00035,0.0
20145,2329,2600,2944,00035,156.0
38094,7187,8921,8921,00035,4079.0
6027,8830,500,8000,00035,0.0
42358,6812,507,8000,00035,0.0
34203,5444,550,13000,00035,0.0
35881,10841,2615,7845,00035,155.0
15885,4802,12800,12800,00035,200.0
39399,11350,1485,7392,00035,5608.0
31089,10572,3014,6164,00035,1836.0
48360,8656,3041,6082,00035,1918.0
48955,10236,1435,7175,00035,825.0
21656,8312,2844,8000,00035,0.0
21043,8499,1717,8000,00035,0.0
8631,7516,263,8000,00036,0.0
47871,871,8237,8237,00036,4763.0
35882,10841,2615,7845,00036,155.0
38097,7193,6296,6296,00036,6704.0
15884,4801,12800,12800,00036,200.0
28901,2863,3425,6850,00036,1150.0
28944,1665,2581,7743,00036,257.0
9916,1919,2950,5900,00036,2100.0
29797,2613,3325,7934,00036,66.0
3320,3834,3809,12992,00036,8.0
48956,10236,1435,7175,00036,825.0
27218,1217,749,12777,00036,223.0
36846,2391,5362,13000,00036,0.0
34219,5450,7460,12975,00036,25.0
20150,2333,2600,7760,00036,240.0
20796,8483,293,5543,00036,0.0
40849,5129,625,12990,00036,10.0
41621,116,3025,8000,00036,0.0
31056,10552,3014,7997,00036,3.0
26259,11111,2615,12971,00036,29.0
19086,760,1925,12597,00036,403.0
13065,3486,1131,5556,00036,444.0
22016,8098,2681,13000,00036,0.0
42379,6814,915,7111,00036,889.0
29798,2613,3325,7934,00037,66.0
36903,2403,10072,10072,00037,2928.0
41618,110,800,8000,00037,0.0
28945,1665,2581,7743,00037,257.0
35883,10841,2615,7845,00037,155.0
38391,1526,1667,12131,00037,869.0
27222,1219,374,7113,00037,5887.0
22150,8101,2611,13000,00037,0.0
42386,6830,915,1314,00037,5766.0
52518,3292,435,435,00037,2014.0
20969,8494,1756,8000,00037,0.0
9909,1905,2950,7870,00037,130.0
19959,6109,681,11637,00037,1363.0
39165,3628,6506,7982,00037,18.0
31057,10552,3014,7997,00037,3.0
44102,1024,476,13000,00037,0.0
3315,3830,3809,13000,00037,0.0
29570,11302,8523,8523,00037,4477.0
15893,4820,11025,11025,00037,1975.0
26331,11101,2615,7845,00037,155.0
38048,7164,7868,12973,00037,27.0
25016,5997,2234,8000,00038,0.0
47870,870,8237,8237,00038,4763.0
15883,4800,12800,12800,00038,200.0
52509,3291,644,6483,00038,45.0
52565,526,3994,3994,00038,2006.0
29789,2606,3325,8000,00038,0.0
39201,3641,2775,5550,00038,2450.0
38357,1521,1359,13000,00038,0.0
30979,10575,2267,12018,00038,0.0
1071,9566,2585,12977,00038,23.0
36942,2398,2652,12994,00038,6.0
8639,7528,2681,7986,00038,14.0
29017,2888,4150,8867,00038,4133.0
52226,185,463,2084,00038,3916.0
36012,1332,1171,7067,00038,933.0
2698,4117,324,6000,00038,0.0
3316,3830,3809,13000,00038,0.0
44096,1023,475,13000,00038,0.0
19077,756,345,4031,00038,0.0
42390,6831,507,2028,00038,5448.0
38087,7176,9121,9121,00038,3879.0
28940,1664,2581,7743,00038,257.0
27223,1219,374,7113,00038,5887.0
40756,5127,625,3223,00038,2.0
19930,6104,607,12998,00038,2.0
35878,10838,2615,7999,00038,1.0
31246,1967,2796,7997,00038,3.0
38086,7175,9121,9121,00039,3879.0
45339,10251,1034,7940,00039,60.0
17287,3888,1344,7987,00039,13.0
29003,2876,4150,12963,00039,37.0
1061,9556,495,3039,00039,0.0
9865,1877,1369,8000,00039,0.0
31024,10546,848,8000,00039,0.0
47856,864,3737,3972,00039,59.0
39198,3640,2775,5550,00039,2450.0
35876,10836,2615,3294,00039,1.0
4505,8714,415,8000,00039,0.0
42764,8585,1433,12998,00039,2.0
8638,7527,2681,7991,00039,9.0
19078,756,345,4031,00039,0.0
15882,4799,12800,12800,00039,200.0
17086,10031,853,2146,00039,20.0
22884,3353,7177,7177,00039,823.0
43646,9055,3447,10341,00039,2659.0
42391,6831,507,2028,00039,5448.0
51048,6618,401,802,00039,4110.0
29790,2606,3325,8000,00039,0.0
27224,1219,374,7113,00039,5887.0
52566,527,3994,3994,00039,2006.0
19921,6103,607,6881,00039,0.0
38629,5730,1490,7998,00039,2.0
44281,1024,723,13000,00039,0.0
38380,1523,385,13000,00039,0.0
21638,8311,1105,8000,00039,0.0
40759,5128,940,12993,00039,7.0
10874,3199,600,2449,00039,0.0
26260,11111,2615,12971,00039,29.0
3324,3839,6985,11110,00040,1890.0
22149,8098,834,13000,00040,0.0
8303,7545,1533,13000,00040,0.0
6140,8851,2235,7997,00040,3.0
27228,1220,374,13000,00040,0.0
37627,1374,2646,7918,00040,82.0
42374,6813,915,7993,00040,7.0
29008,2880,11276,11276,00040,1724.0
19860,6082,1156,13000,00040,0.0
53359,181,1118,1118,00040,1733.0
15881,4798,12800,12800,00040,200.0
10875,3201,515,2247,00040,2.0
36892,2397,4652,12995,00040,5.0
34222,5452,3775,12782,00040,218.0
41876,553,3213,12988,00040,12.0
35870,10833,2615,4232,00040,0.0
19080,757,2005,4010,00040,16.0
28683,1672,367,13000,00040,0.0
24857,5994,1397,8000,00040,0.0
1724,7043,623,3082,00040,21.0
40760,5128,940,12993,00040,7.0
48968,10238,1369,1369,00040,6631.0
39199,3640,2775,5550,00040,2450.0
30595,4557,1029,7994,00040,6.0
20151,2333,2580,7760,00040,240.0
10871,3198,433,2449,00041,0.0
3322,3836,6985,12814,00041,186.0
36866,2392,847,13000,00041,0.0
34224,5454,9775,9775,00041,3225.0
26261,11111,2615,12971,00041,29.0
3546,9661,2917,5834,00041,2166.0
1723,7041,620,4652,00041,0.0
14465,1293,1494,12715,00041,285.0
9914,1913,3625,7250,00041,750.0
20138,2290,764,8000,00041,0.0
44091,1023,504,13000,00041,0.0
22139,8094,491,2885,00041,0.0
15880,4797,12800,12800,00041,200.0
19861,6082,1156,13000,00041,0.0
8394,7560,3792,12982,00041,18.0
37650,1389,2411,12997,00041,3.0
38392,1527,1262,3202,00041,6896.0
39195,3639,2775,6040,00041,1960.0
42370,6813,1340,7993,00041,7.0
29562,11300,3175,7687,00041,30.0
19089,767,1700,4290,00041,503.0
49853,162,1104,5974,00041,26.0
22810,3327,625,8000,00041,0.0
39482,8628,6943,6943,00041,1057.0
21772,8970,416,6000,00041,0.0
28699,1683,11275,11275,00041,1725.0
37630,1375,2626,3419,00042,4581.0
38079,7169,9921,11967,00042,1033.0
27049,1812,641,4160,00042,0.0
19074,754,2021,4042,00042,0.0
26258,11110,2615,12991,00042,9.0
49320,5351,1246,5288,00042,712.0
42371,6813,1340,7993,00042,7.0
49854,162,1104,5974,00042,26.0
49416,6363,396,2381,00042,2988.0
27231,1223,749,13000,00042,0.0
19889,6085,1739,12999,00042,1.0
3334,3854,10501,10501,00042,2499.0
44089,1023,505,13000,00042,0.0
41398,10422,1921,1921,00042,1636.0
24071,388,369,8000,00042,0.0
46158,910,2250,3781,00042,8.0
9863,1877,2505,8000,00042,0.0
29007,2879,11276,11276,00042,1724.0
22147,8096,659,13000,00042,0.0
41534,10760,2240,7981,00042,19.0
36893,2398,7597,12994,00042,6.0
48965,10234,1369,7998,00043,2.0
26264,11116,2415,4830,00043,755.0
19081,758,1326,3964,00043,8.0
27232,1223,749,13000,00043,0.0
19902,6092,6161,12081,00043,919.0
20128,2282,620,2370,00043,0.0
49413,6363,401,2381,00043,2988.0
39196,3639,2775,6040,00043,1960.0
40299,8682,2951,13000,00043,0.0
44107,1026,482,12998,00043,2.0
8547,7543,1613,2038,00043,2.0
40631,251,795,3042,00043,4958.0
46161,913,6362,6362,00043,1638.0
1507,7054,466,11856,00043,0.0
9908,1893,3625,7972,00043,28.0
37744,1571,5177,5817,00043,183.0
42372,6813,1340,7993,00043,7.0
21827,8992,1618,7860,00043,140.0
3367,3833,5244,12993,00043,7.0
49859,165,1080,1080,00043,4920.0
29006,2878,11276,11276,00043,1724.0
37628,1374,2646,7918,00043,82.0
36591,2457,3058,12998,00044,2.0
22142,8095,499,13000,00044,0.0
42373,6813,1340,7993,00044,7.0
39180,3631,2775,7919,00044,81.0
34223,5453,9775,9775,00044,3225.0
39396,11349,1491,11287,00044,727.0
30594,4554,1029,8000,00044,0.0
40298,8680,2282,13000,00044,0.0
48963,10233,1369,2354,00044,12.0
20154,2335,476,3112,00044,2920.0
27048,1812,696,4160,00044,0.0
24883,5998,647,8000,00044,0.0
44095,1023,476,13000,00044,0.0
27233,1223,749,13000,00044,0.0
9890,1916,6550,6550,00044,1450.0
51602,691,253,4784,00044,13.0
24028,371,2300,4597,00044,1403.0
37741,1570,5177,5817,00044,183.0
49858,164,1080,5780,00044,220.0
3333,3853,10501,10501,00044,2499.0
35891,10836,263,3294,00044,1.0
36472,3389,4125,13000,00044,0.0
1665,7073,1825,13000,00044,0.0
29005,2877,11276,11276,00044,1724.0
24373,2745,414,8000,00044,0.0
21821,8978,340,8000,00044,0.0
37624,1373,2646,7938,00044,62.0
27062,1817,1520,12988,00045,12.0
30593,4553,1029,8000,00045,0.0
19910,6097,8269,8269,00045,4731.0
43632,9049,1788,12999,00045,1.0
9887,1894,1720,7970,00045,30.0
36486,3391,3292,13000,00045,0.0
48947,10235,1435,7175,00045,825.0
3332,3852,10501,10501,00045,2499.0
2386,4202,245,2996,00045,0.0
42331,6814,1340,7111,00045,889.0
11072,3198,450,2449,00045,0.0
25379,1145,3459,12174,00045,826.0
37625,1373,2646,7938,00045,62.0
23997,419,2324,3772,00045,9228.0
34221,5451,9775,12800,00045,200.0
27229,1222,749,13000,00045,0.0
19240,713,1999,8000,00045,0.0
36603,2460,3061,8686,00045,4314.0
20135,2287,376,8000,00045,0.0
22141,8095,510,13000,00045,0.0
44097,1023,468,13000,00045,0.0
35890,10835,347,3375,00045,0.0
27230,1222,749,13000,00046,0.0
12919,3505,1524,6000,00046,0.0
49848,160,1104,6000,00046,0.0
50792,892,2693,5735,00046,3548.0
40799,5123,4725,7910,00046,90.0
19863,6082,1038,13000,00046,0.0
42348,6827,9204,9204,00046,3796.0
36592,2457,2941,12998,00046,2.0
22129,8092,455,8676,00046,0.0
49410,6361,226,3033,00046,1646.0
33216,11051,4575,7871,00046,129.0
52319,4325,286,953,00046,6449.0
27059,1816,2236,2236,00046,162.0
21970,9001,3071,6118,00046,1882.0
35886,10834,405,3700,00046,0.0
17846,6960,6522,12990,00046,10.0
26945,2943,612,2476,00046,0.0
48966,10234,1309,7998,00046,2.0
44297,1029,2985,11899,00046,1101.0
42807,8588,1433,12897,00046,103.0
8555,7551,1599,12728,00046,272.0
29566,11301,2256,11346,00046,1654.0
24853,5993,647,2345,00046,0.0
34217,5449,9775,12982,00046,18.0
52160,10433,205,7268,00046,732.0
41154,10695,1416,5224,00046,0.0
3331,3851,10501,10501,00046,2499.0
37644,1380,2526,12997,00046,3.0
49849,160,1104,6000,00047,0.0
34463,4437,7750,7750,00047,250.0
21923,8970,447,6000,00047,0.0
36636,2433,2192,7999,00047,1.0
7586,4311,2717,2717,00047,6279.0
11074,3202,2779,13000,00047,0.0
43498,10317,5073,8000,00047,0.0
19318,763,1992,3717,00047,9283.0
37640,1379,2506,13000,00047,0.0
3368,3834,4725,12992,00047,8.0
27226,1220,749,13000,00047,0.0
22943,3723,3120,6240,00047,1760.0
44283,1025,1832,13000,00047,0.0
36475,3389,1387,13000,00047,0.0
22133,8092,371,8676,00047,0.0
17910,6953,658,13000,00047,0.0
48976,10237,1394,7042,00047,958.0
39493,8607,692,7505,00047,0.0
26951,2945,529,2471,00047,0.0
33217,11052,4046,7779,00047,221.0
34206,5445,3775,13000,00047,0.0
8557,7557,1599,13000,00048,0.0
37626,1373,2646,7938,00048,62.0
52587,683,3356,3356,00048,2644.0
22936,3715,3111,7994,00048,6.0
27227,1220,749,13000,00048,0.0
19915,6102,5692,5692,00048,7308.0
44272,1023,1158,13000,00048,0.0
22376,9078,415,8000,00048,0.0
18631,6566,2794,5265,00048,64.0
10421,2232,2844,5687,00048,2313.0
36601,2459,3061,12246,00048,754.0
7663,4286,2245,7884,00048,116.0
21774,8974,493,5916,00048,84.0
17837,6958,6555,12993,00048,7.0
18913,7840,7870,7870,00048,130.0
33185,11041,865,8000,00048,0.0
44915,10221,482,5832,00048,2168.0
27064,1818,2734,11506,00048,1494.0
3212,3835,6500,12918,00048,82.0
36510,3402,9540,9540,00048,3460.0
48452,264,1023,5673,00048,327.0
49855,163,1080,5895,00048,105.0
21947,9003,3047,6092,00049,1908.0
8549,7544,1271,13000,00049,0.0
24487,2744,724,4675,00049,0.0
36602,2459,3061,12246,00049,754.0
27065,1818,2734,11506,00049,1494.0
11019,3169,994,8000,00049,0.0
3318,3831,6375,12997,00049,3.0
49405,6360,633,8849,00049,4151.0
31369,1985,2560,12733,00049,267.0
19244,719,2995,7965,00049,35.0
26960,2952,2801,10270,00049,2730.0
37621,1372,2646,7938,00049,62.0
40416,9260,3041,6082,00049,1918.0
33223,11059,6168,6168,00049,1832.0
18707,7819,4607,8000,00049,0.0
48314,8646,493,5990,00049,10.0
48977,10237,1394,7042,00049,958.0
2405,4209,864,2485,00049,11.0
49856,163,1080,5895,00049,105.0
36481,3390,9059,13000,00049,0.0
6610,4993,2525,12966,00049,34.0
44293,1025,448,13000,00050,0.0
10900,3203,478,13000,00050,0.0
17864,6970,9897,9897,00050,3103.0
10507,2251,3631,7847,00050,153.0
41671,117,600,8000,00050,0.0
12292,3994,1900,6289,00050,0.0
23199,3719,2254,7947,00050,53.0
26958,2951,2319,12996,00050,4.0
37857,1567,1278,9302,00050,114.0
21785,8979,486,8000,00050,0.0
48978,10237,1394,7042,00050,958.0
27061,1817,2735,12988,00050,12.0
5861,5935,264,13000,00050,0.0
49396,6359,633,8287,00050,0.0
17294,3892,2270,7830,00050,170.0
6604,4990,2779,13000,00050,0.0
31370,1985,2560,12733,00050,267.0
1211,9508,2423,7942,00050,58.0
39330,11334,284,3927,00050,-4.55e-13
22159,8093,658,4673,00050,0.0
36589,2456,2881,13000,00050,0.0
47701,11182,1641,2711,00050,77.0
18914,7841,7870,7870,00050,130.0
26808,1811,2735,8204,00051,4796.0
40527,9248,287,2100,00051,0.0
21945,9002,3047,6094,00051,1906.0
1321,7062,1662,13000,00051,0.0
44280,1024,754,13000,00051,0.0
37638,1378,2526,13000,00051,0.0
36712,2455,2340,2340,00051,58.0
31248,1968,4036,7980,00051,20.0
35875,10835,501,3375,00051,0.0
23198,3714,2254,7995,00051,5.0
19893,6086,7286,12982,00051,18.0
7210,5611,728,13000,00051,0.0
6605,4990,1599,13000,00051,0.0
49412,6362,2581,2581,00051,10419.0
36509,3401,9540,9540,00051,3460.0
19245,762,525,8595,00051,454.0
27225,1219,374,7113,00051,5887.0
22157,8092,371,8676,00051,0.0
18915,7842,7870,7870,00051,130.0
48973,10234,1334,7998,00051,2.0
8553,7550,2474,12997,00051,3.0
24491,2745,321,8000,00051,0.0
42750,8591,1247,5738,00051,88.0
39506,8611,623,8000,00051,0.0
39614,11453,2527,12039,00051,961.0
26954,2950,2800,13000,00051,0.0
43544,10330,3487,11416,00051,1584.0
17421,3916,492,2499,00052,0.0
4607,8750,493,7878,00052,122.0
22153,8092,454,8676,00052,0.0
19911,6098,8025,8025,00052,4975.0
18916,7843,7870,7870,00052,130.0
26800,1809,2736,11534,00052,1466.0
39529,8620,988,7931,00052,69.0
44292,1025,464,13000,00052,0.0
13989,2043,492,2885,00052,0.0
2280,4182,352,2550,00052,0.0
18070,5786,5937,11262,00052,1738.0
31872,2478,1689,1689,00052,1028.0
36515,3407,7285,7285,00052,5715.0
24488,2744,411,4675,00052,0.0
49876,160,351,6000,00052,0.0
7219,5615,2779,11116,00052,1884.0
8550,7544,435,13000,00052,0.0
42751,8591,1247,5738,00052,88.0
43607,9039,460,4552,00052,1448.0
52589,685,3354,3354,00052,2646.0
30203,7236,257,3796,00052,0.0
27042,2952,582,10270,00052,2730.0
35874,10834,269,3700,00052,0.0
49411,6361,226,3033,00053,1646.0
27613,7594,992,5952,00053,48.0
1516,7055,444,13000,00053,0.0
23211,3724,3119,6188,00053,1812.0
43696,9049,3097,12999,00053,1.0
36513,3405,8945,8945,00053,4055.0
44279,1024,764,13000,00053,0.0
26643,1229,3609,11576,00053,1424.0
19901,6091,12775,12775,00053,225.0
39696,11450,2575,12740,00053,260.0
33500,1474,2618,2980,00053,15.0
6746,4992,2779,12997,00053,3.0
30345,7248,7550,12300,00053,700.0
18917,7844,7870,7870,00053,130.0
37622,1372,2646,7938,00053,62.0
41657,110,800,8000,00053,0.0
17436,3926,2785,12995,00053,5.0
24499,2756,2219,7995,00053,5.0
27165,2938,2820,11280,00053,1720.0
7220,5615,2779,11116,00053,1884.0
19242,714,830,8000,00053,0.0
26809,1811,2735,8204,00053,4796.0
36713,2456,4493,13000,00053,0.0
7208,5611,1603,13000,00054,0.0
37623,1372,2646,7938,00054,62.0
18952,7827,3744,7982,00054,18.0
30333,7241,7550,13000,00054,0.0
39664,11452,2527,12635,00054,365.0
46563,56,2716,12983,00054,17.0
26804,1810,2735,10940,00054,2060.0
23212,3730,3019,6038,00054,1962.0
6741,4989,362,13000,00054,0.0
33488,1470,878,5472,00054,0.0
27166,2938,2820,11280,00054,1720.0
44282,1024,443,13000,00054,0.0
2281,4182,352,2550,00054,0.0
41664,111,650,8000,00054,0.0
36512,3404,9350,9350,00054,3650.0
53099,9303,350,5833,00054,617.0
17437,3927,1886,12764,00054,236.0
49877,160,351,6000,00054,0.0
27603,7588,1070,6000,00054,0.0
52583,679,3416,3416,00054,2584.0
37531,5848,2900,7998,00054,2.0
26636,1221,2630,13000,00054,0.0
34461,4435,6870,7854,00054,146.0
5988,8876,3038,6076,00054,1924.0
42753,8591,375,5738,00054,88.0
35872,10833,378,4232,00054,0.0
11326,6756,6837,6837,00054,6163.0
43622,9046,811,3300,00054,0.0
19802,6078,3767,13000,00054,0.0
45734,9299,406,12971,00055,29.0
42737,8578,6630,6630,00055,1370.0
5968,8839,789,8000,00055,0.0
25360,1139,861,13000,00055,0.0
18953,7827,3744,7982,00055,18.0
7217,5614,2779,12999,00055,1.0
41658,110,800,8000,00055,0.0
27167,2938,2820,11280,00055,1720.0
37639,1378,2506,13000,00055,0.0
39331,11334,284,3927,00055,-4.55e-13
34462,4436,6375,7851,00055,149.0
21775,8974,493,5916,00055,84.0
35877,10836,416,3294,00055,1.0
26637,1221,2626,13000,00055,0.0
19914,6101,7311,7311,00055,5689.0
11325,6755,6837,6837,00055,6163.0
2407,4211,2245,13000,00055,0.0
