,NestID,Length,TotalLength,ItemNumber,RemainingLength
29498,11282,492,8000,01807,0.0
26562,1221,868,13000,01807,0.0
36517,3409,983,2354,01807,0.0
29623,2598,492,4858,01807,0.0
19305,711,915,8000,01807,0.0
50427,4510,2427,5937,01807,63.0
39085,3616,488,2083,01807,3917.0
21096,8498,1284,8000,01807,0.0
9049,9392,1247,7592,01807,5408.0
5541,5891,117,6000,01807,0.0
39086,3616,488,2083,01808,3917.0
3101,3783,491,5999,01808,1.0
36518,3409,983,2354,01808,0.0
26565,1222,1163,13000,01808,0.0
6669,8822,493,5916,01808,84.0
5581,5937,489,5974,01808,7026.0
5534,5889,117,4238,01809,0.0
29499,11282,492,8000,01809,0.0
3102,3783,491,5999,01809,1.0
53178,7665,425,850,01809,7935.0
3677,9605,556,6000,01809,0.0
26551,1220,2175,13000,01809,0.0
38314,1504,491,6418,01809,0.0
32119,10972,913,2686,01809,9.0
42432,6804,638,1061,01809,4939.0
6662,8818,440,6000,01809,0.0
22396,9080,485,8000,01810,0.0
3103,3783,491,5999,01810,1.0
6288,4918,494,6000,01810,0.0
29500,11282,492,8000,01810,0.0
1619,7082,820,12292,01810,0.0
31969,10990,2617,8000,01810,0.0
38315,1504,491,6418,01810,0.0
3674,9604,556,6000,01810,0.0
51625,7738,485,2506,01810,1349.0
40074,3651,493,3917,01810,0.0
22423,9084,492,7954,01811,46.0
20924,8496,415,8000,01811,0.0
38323,1506,489,8000,01811,0.0
3226,3781,491,6000,01811,0.0
3675,9604,556,6000,01811,0.0
29481,11281,492,8000,01811,0.0
51624,7738,541,2506,01811,1349.0
36608,2418,558,1544,01811,583.0
27641,7605,427,13000,01812,0.0
29482,11281,492,8000,01812,0.0
34456,4427,394,8000,01812,0.0
40076,3651,463,3917,01812,0.0
8769,9326,528,8000,01812,0.0
3227,3781,491,6000,01812,0.0
38324,1506,489,8000,01812,0.0
20925,8496,415,8000,01812,0.0
26919,1221,1213,13000,01812,0.0
18500,6523,699,6000,01812,0.0
36313,10595,346,7998,01812,2.0
42024,10142,240,728,01812,3678.0
40077,3651,446,3917,01813,0.0
3209,3832,490,12996,01813,4.0
14820,9967,2918,11060,01813,1940.0
27640,7604,427,2040,01813,0.0
29483,11281,492,8000,01813,0.0
21264,8497,433,8000,01813,0.0
22424,9084,492,7954,01813,46.0
25166,2980,491,4775,01813,274.0
26920,1221,868,13000,01813,0.0
41917,10149,492,8000,01813,0.0
8678,9318,802,3900,01814,0.0
22425,9084,492,7954,01814,46.0
27489,7612,373,7212,01814,0.0
26921,1222,1163,13000,01814,0.0
53395,570,353,353,01814,2763.0
41918,10149,492,8000,01814,0.0
51141,10734,492,2401,01814,3209.0
34449,4424,394,2268,01814,0.0
2854,3781,491,6000,01814,0.0
14816,9966,2918,11672,01814,1328.0
29385,11272,493,5874,01814,126.0
29399,11275,493,4648,01815,167.0
26915,1220,2175,13000,01815,0.0
44247,11206,371,2619,01815,10381.0
14817,9966,2918,11672,01815,1328.0
3671,9601,408,6000,01815,0.0
22087,8042,493,6000,01815,0.0
27481,7603,373,10819,01815,0.0
40085,3652,317,2818,01815,3182.0
35947,1311,492,5903,01815,97.0
22409,9083,492,7999,01815,1.0
50436,4513,2425,4849,01816,1151.0
31994,10994,1494,8000,01816,0.0
36907,2407,556,1111,01816,4569.0
22088,8042,493,6000,01816,0.0
40079,3651,302,3917,01816,0.0
22410,9083,492,7999,01816,1.0
14797,9936,3118,7552,01816,448.0
35948,1311,492,5903,01816,97.0
41842,557,489,5695,01816,0.0
41899,10146,488,8000,01816,0.0
41851,559,487,5001,01817,0.0
5408,6129,3507,5976,01817,24.0
41909,10147,362,8000,01817,0.0
2855,3781,491,6000,01817,0.0
34063,5441,367,8026,01817,0.0
14795,9935,3118,7623,01817,377.0
19270,734,2130,7995,01817,5.0
50437,4513,2424,4849,01817,1151.0
3673,9602,556,6000,01817,0.0
38143,11357,429,3927,01817,-4.55e-13
36908,2407,555,1111,01817,4569.0
39069,3614,492,5911,01818,89.0
41843,557,486,5695,01818,0.0
13736,5522,491,3222,01818,3.0
14792,9934,3118,7638,01818,362.0
9047,9392,2035,7592,01818,5408.0
5407,6128,3507,3781,01818,62.0
36825,2383,488,5034,01818,64.0
39699,11438,380,8000,01818,0.0
41916,10149,493,8000,01818,0.0
15286,9911,1628,8000,01819,0.0
53247,4331,1394,2558,01819,3442.0
36795,2381,483,6032,01819,0.0
2848,3780,439,6000,01819,0.0
845,9570,453,5408,01819,-9.09e-13
41946,10145,488,2530,01819,0.0
49991,10474,485,4504,01819,3496.0
41844,558,483,5693,01819,0.0
39070,3614,492,5911,01819,89.0
5412,6222,2504,5008,01819,590.0
35949,1311,492,5903,01819,97.0
26392,11112,991,12652,01819,348.0
51326,11434,492,7519,01819,481.0
6289,4918,494,6000,01820,0.0
49988,10474,492,4504,01820,3496.0
51316,11431,452,4728,01820,0.0
41845,558,482,5693,01820,0.0
2856,3781,491,6000,01820,0.0
19032,740,3115,6230,01820,1770.0
3672,9601,356,6000,01820,0.0
35950,1311,492,5903,01820,97.0
36814,2382,482,6031,01820,0.0
26375,11107,506,11990,01820,0.0
39071,3614,492,5911,01820,89.0
53200,10938,289,289,01820,3424.0
13737,5522,491,3222,01820,3.0
41956,10147,493,8000,01820,0.0
49989,10474,492,4504,01821,3496.0
26313,11075,533,6000,01821,0.0
2857,3781,491,6000,01821,0.0
13728,5520,491,3774,01821,0.0
41846,558,481,5693,01821,0.0
36831,2384,481,2179,01821,741.0
19040,766,2590,7770,01821,5230.0
6293,4919,972,5998,01821,2.0
10638,2233,2842,5683,01821,2317.0
38490,1525,2250,12973,01821,27.0
35951,1311,492,5903,01821,97.0
51328,11434,372,7519,01821,481.0
5410,6166,1208,7833,01821,167.0
41957,10147,362,8000,01821,0.0
49992,10474,485,4504,01822,3496.0
13729,5520,491,3774,01822,0.0
2847,3780,455,6000,01822,0.0
36796,2381,482,6032,01822,0.0
35960,1312,348,1196,01822,4804.0
19041,766,2590,7770,01822,5230.0
51317,11431,372,4728,01822,0.0
10610,2192,393,6000,01822,0.0
1064,9558,358,13000,01822,0.0
1789,4834,495,5464,01822,536.0
41893,10145,491,2530,01822,0.0
22411,9083,492,7999,01822,1.0
38480,1520,332,13000,01822,0.0
40075,3651,493,3917,01823,0.0
13630,5490,491,3799,01823,2201.0
1794,4834,493,5464,01823,536.0
38705,9157,492,8000,01823,0.0
849,9571,2546,13000,01823,0.0
49990,10474,492,4504,01823,3496.0
53248,4331,1164,2558,01823,3442.0
36815,2382,481,6031,01823,0.0
35672,11390,1117,8000,01823,0.0
41919,10149,492,8000,01823,0.0
5411,6166,1208,7833,01823,167.0
3172,3810,391,6000,01823,0.0
10624,2203,423,8000,01823,0.0
14701,9963,555,10785,01823,0.0
35958,1312,424,1196,01823,4804.0
26323,11077,556,2670,01823,3330.0
35670,11387,580,8000,01824,0.0
1795,4834,298,5464,01824,536.0
35943,1310,416,3158,01824,3.0
3169,3809,391,6000,01824,0.0
26314,11076,556,5989,01824,11.0
16776,8111,1500,5997,01824,3.0
19038,752,2855,2855,01824,1031.0
39091,3619,492,492,01824,5508.0
36792,2381,487,6032,01824,0.0
50428,4510,2427,5937,01824,63.0
49993,10474,485,4504,01824,3496.0
13730,5520,491,3774,01824,0.0
49986,10473,492,7984,01825,16.0
10620,2201,357,8000,01825,0.0
35952,1311,492,5903,01825,97.0
36797,2381,482,6032,01825,0.0
19271,734,2130,7995,01825,5.0
26315,11076,556,5989,01825,11.0
38316,1504,481,6418,01825,0.0
5409,6165,1208,7992,01825,8.0
40104,3658,750,8000,01825,0.0
14704,9964,553,2654,01825,36.0
3017,3814,248,8000,01825,0.0
4635,8754,492,7872,01826,128.0
14705,9964,553,2654,01826,36.0
26316,11076,556,5989,01826,11.0
10636,2218,2837,8000,01826,0.0
3027,3815,491,7999,01826,1.0
1790,4834,495,5464,01826,536.0
36798,2381,482,6032,01826,0.0
41942,10167,1529,3019,01826,8734.0
35957,1311,491,5903,01826,97.0
8188,5322,1053,13000,01826,0.0
49983,10472,492,7984,01826,16.0
19272,734,2130,7995,01826,5.0
19268,733,2130,7999,01827,1.0
1791,4834,495,5464,01827,536.0
49974,10470,485,4253,01827,0.0
35953,1311,492,5903,01827,97.0
10633,2211,2316,8000,01827,0.0
26317,11076,556,5989,01827,11.0
3028,3815,491,7999,01827,1.0
9048,9392,2035,7592,01827,5408.0
36826,2383,488,5034,01827,64.0
40103,3658,879,8000,01827,0.0
10627,2204,479,8000,01828,0.0
29305,11266,493,4411,01828,0.0
36806,2382,488,6031,01828,0.0
35954,1311,492,5903,01828,97.0
42019,10143,343,1339,01828,1462.0
19267,732,98,8000,01828,0.0
50431,4511,2427,5471,01828,529.0
3029,3815,491,7999,01828,1.0
8039,5320,312,10186,01828,0.0
26318,11076,556,5989,01828,11.0
34614,837,492,8000,01828,0.0
23267,8424,325,5527,01828,0.0
8943,9323,393,8000,01828,0.0
1781,4832,417,6000,01828,0.0
49980,10471,492,7984,01828,16.0
13734,5521,490,3225,01829,0.0
26319,11076,556,5989,01829,11.0
36832,2384,234,2179,01829,741.0
49987,10474,987,4504,01829,3496.0
35955,1311,492,5903,01829,97.0
40130,3659,389,6231,01829,1769.0
53421,1608,304,304,01829,3813.0
10626,2204,486,8000,01829,0.0
12163,3947,493,5916,01829,84.0
34527,829,497,2252,01829,0.0
52436,10123,2205,4410,01829,1590.0
18501,6523,699,6000,01829,0.0
48872,9786,2149,4298,01829,1702.0
3030,3815,491,7999,01829,1.0
26320,11076,556,5989,01830,11.0
19231,697,2360,5819,01830,181.0
51139,10734,1067,2401,01830,3209.0
36827,2383,152,5034,01830,64.0
34565,831,488,8000,01830,0.0
3177,3812,491,1950,01830,4050.0
6678,8836,1042,8000,01830,0.0
52437,10123,2205,4410,01830,1590.0
8983,9332,814,8000,01830,0.0
35956,1311,492,5903,01830,97.0
10623,2202,371,8000,01830,0.0
23420,8424,325,5527,01831,0.0
1207,9511,2193,7917,01831,83.0
10614,2197,493,5979,01831,21.0
36816,2382,191,6031,01831,0.0
35939,1310,492,3158,01831,3.0
34615,837,492,8000,01831,0.0
26660,1196,491,2753,01831,44.0
26304,11073,300,6000,01831,0.0
3173,3811,491,5952,01831,48.0
49994,10474,298,4504,01831,3496.0
6670,8826,434,8000,01831,0.0
22318,9069,493,5400,01831,4.0
12164,3947,493,5916,01831,84.0
33451,1466,342,12513,01832,487.0
40135,3660,300,2516,01832,0.0
8794,9328,542,8000,01832,0.0
49975,10470,298,4253,01832,0.0
36804,2381,189,6032,01832,0.0
20926,8496,415,8000,01832,0.0
6671,8827,304,8000,01832,0.0
35940,1310,492,3158,01832,3.0
35647,11388,555,8000,01832,0.0
25683,6242,392,8000,01832,0.0
10628,2204,462,8000,01832,0.0
34551,830,251,8000,01832,0.0
3039,3817,251,1625,01832,6375.0
40141,3661,492,2450,01833,0.0
25684,6242,392,8000,01833,0.0
36800,2381,286,6032,01833,0.0
34534,830,563,8000,01833,0.0
6683,8851,492,7997,01833,3.0
10622,2201,234,8000,01833,0.0
8978,9328,544,8000,01833,0.0
35945,1310,358,3158,01833,3.0
33452,1466,342,12513,01833,487.0
35722,11388,500,8000,01833,0.0
3273,3813,210,3559,01833,0.0
33945,10496,492,8000,01833,0.0
20917,8492,415,8000,01833,0.0
3274,3813,210,3559,01834,0.0
8987,9334,1021,8000,01834,0.0
34603,836,492,8000,01834,0.0
40093,3657,493,5315,01834,0.0
16780,8112,1485,5933,01834,67.0
38330,1518,461,2773,01834,654.0
311,7948,2675,7629,01834,371.0
25685,6242,392,8000,01834,0.0
14108,2076,2651,12202,01834,798.0
35941,1310,492,3158,01834,3.0
35721,11384,500,3927,01834,-4.55e-13
6638,8841,871,8000,01834,0.0
35723,11390,880,8000,01835,0.0
14083,2069,1630,13000,01835,0.0
40116,3658,491,8000,01835,0.0
6682,8842,781,8000,01835,0.0
35942,1310,492,3158,01835,3.0
34604,836,492,8000,01835,0.0
22381,9079,492,8000,01835,0.0
25686,6242,392,8000,01835,0.0
10629,2206,894,8000,01836,0.0
40094,3657,493,5315,01836,0.0
25725,6269,970,3040,01836,10.0
34549,830,347,8000,01836,0.0
6674,8828,240,8000,01836,0.0
759,9558,990,13000,01836,0.0
35944,1310,416,3158,01836,3.0
22382,9079,492,8000,01836,0.0
8040,5320,312,10186,01837,0.0
13,7881,493,5905,01837,95.0
35959,1312,424,1196,01837,4804.0
1410,7035,373,12957,01837,43.0
34605,836,492,8000,01837,0.0
13994,2044,492,2865,01837,1.0
44361,11461,99,8000,01837,0.0
3015,3814,251,8000,01837,0.0
6624,8827,283,8000,01837,0.0
8835,9335,1920,7995,01837,5.0
21186,8491,389,8000,01837,0.0
42018,10141,548,1538,01837,3403.0
14628,9902,283,2486,01837,0.0
40100,3657,491,5315,01837,0.0
30125,7204,495,5932,01838,68.0
8385,7556,771,13000,01838,0.0
8989,9336,1920,7994,01838,6.0
38329,1517,491,1477,01838,11523.0
34535,830,542,8000,01838,0.0
47301,9882,4375,12987,01838,13.0
41941,10166,1494,1494,01838,5007.0
40095,3657,493,5315,01838,0.0
22371,9078,492,8000,01838,0.0
3016,3814,251,8000,01838,0.0
25888,6236,468,6000,01838,0.0
2,7880,493,5916,01838,84.0
4576,8733,493,7962,01838,38.0
35974,1322,495,1669,01838,2083.0
13992,2043,423,2885,01838,0.0
20918,8492,415,8000,01839,0.0
3,7880,493,5916,01839,84.0
25870,6235,468,6000,01839,0.0
3031,3815,491,7999,01839,1.0
34606,836,492,8000,01839,0.0
13995,2044,492,2865,01839,1.0
35993,1328,492,2259,01839,0.0
6623,8827,304,8000,01839,0.0
30126,7204,495,5932,01839,68.0
25885,6229,2200,4400,01840,1600.0
6628,8830,433,8000,01840,0.0
34597,835,492,8000,01840,0.0
1334,7073,394,13000,01840,0.0
20919,8492,415,8000,01840,0.0
38305,1501,491,1964,01840,3142.0
22543,9078,381,8000,01840,0.0
15,7885,470,836,01840,5164.0
8871,9391,2035,3977,01840,28.0
13985,2042,418,3771,01840,0.0
36007,1330,494,7923,01840,77.0
1,7874,469,6000,01841,0.0
36001,1329,494,8000,01841,0.0
27881,517,370,5045,01841,0.0
3006,3814,491,8000,01841,0.0
6636,8838,1042,8000,01841,0.0
13980,2042,492,3771,01841,0.0
41913,10148,693,8000,01841,0.0
1327,7069,394,2850,01841,0.0
22544,9078,381,8000,01841,0.0
34610,837,792,8000,01841,0.0
40129,3659,431,6231,01842,1769.0
47299,9881,4375,12995,01842,5.0
34590,834,492,8000,01842,0.0
43284,11424,2751,5262,01842,7738.0
27882,517,351,5045,01842,0.0
36747,2371,156,1120,01842,3476.0
761,9559,1124,13000,01842,0.0
17531,3874,233,6375,01842,0.0
6626,8828,780,8000,01842,0.0
4,7880,493,5916,01842,84.0
13976,2041,352,3964,01842,4.54747e-13
36008,1330,491,7923,01842,77.0
1331,7070,491,13000,01842,0.0
8378,7555,559,13000,01842,0.0
37110,10874,487,8000,01843,0.0
38228,11364,490,13000,01843,0.0
1326,7068,491,5199,01843,0.0
6625,8827,273,8000,01843,0.0
34591,834,492,8000,01843,0.0
13981,2042,492,3771,01843,0.0
5781,5913,822,8000,01843,0.0
744,9468,554,4734,01843,1266.0
14427,1288,1250,13000,01843,0.0
17340,3868,555,6000,01843,0.0
35996,1328,289,2259,01843,0.0
27460,7585,373,6000,01843,0.0
34592,834,492,8000,01844,0.0
1563,7072,1783,13000,01844,0.0
17341,3868,555,6000,01844,0.0
27472,7585,373,6000,01844,0.0
35987,1325,289,5322,01844,0.0
14428,1290,1249,13000,01844,0.0
20390,4453,264,6000,01844,0.0
5788,5916,822,8000,01844,0.0
941,9485,92,8000,01844,0.0
29332,11268,485,4561,01844,1439.0
18498,6522,583,6000,01844,0.0
14001,2045,384,1360,01844,917.0
35986,1325,491,5322,01845,0.0
7933,5320,207,10186,01845,0.0
34543,830,441,8000,01845,0.0
17356,3875,555,8000,01845,0.0
22372,9078,492,8000,01845,0.0
29339,11269,494,2989,01845,0.0
40967,7488,2116,12997,01845,3.0
26442,11080,525,8000,01845,0.0
690,9571,492,13000,01845,0.0
20485,4461,491,5890,01845,110.0
29020,1637,471,2955,01846,183.0
14459,1288,1250,13000,01846,0.0
30748,3463,561,3649,01846,1.0
29333,11268,485,4561,01846,1439.0
34570,832,492,8000,01846,0.0
47300,9881,3610,12995,01846,5.0
3306,3829,490,13000,01846,0.0
36002,1329,494,8000,01846,0.0
7934,5322,206,13000,01846,0.0
0,7872,486,4094,01846,0.0
27584,7585,387,6000,01846,0.0
22373,9078,492,8000,01846,0.0
20486,4461,491,5890,01847,110.0
6641,8850,2713,7999,01847,1.0
26586,1188,491,6000,01847,0.0
5,7880,493,5916,01847,84.0
35938,10824,700,6000,01847,0.0
22374,9078,492,8000,01847,0.0
35992,1328,494,2259,01847,0.0
27587,7587,386,6000,01847,0.0
30678,3463,561,3649,01847,1.0
33073,10361,705,4722,01847,1.0
29027,1637,280,2955,01847,183.0
34571,832,492,8000,01847,0.0
29359,11270,190,6000,01847,0.0
3207,3831,490,12997,01847,3.0
22341,9074,493,5912,01848,88.0
34550,830,319,8000,01848,0.0
35978,1324,495,989,01848,5011.0
3307,3829,490,13000,01848,0.0
6,7880,493,5916,01848,84.0
8227,7500,2518,5036,01848,964.0
29024,1637,408,2955,01848,183.0
33074,10361,705,4722,01848,1.0
30681,3464,1293,3459,01848,1.0
41820,553,515,12988,01848,12.0
26634,1220,490,13000,01848,0.0
5100,6153,493,5916,01848,84.0
35985,1325,495,5322,01849,0.0
41821,553,492,12988,01849,12.0
34487,820,341,5509,01849,0.0
22342,9074,493,5912,01849,88.0
34241,5432,785,3116,01849,1307.0
32053,10986,716,2802,01849,0.0
29026,1637,280,2955,01849,183.0
5101,6153,493,5916,01849,84.0
7,7880,493,5916,01849,84.0
8226,7499,2518,5085,01849,915.0
26635,1220,459,13000,01849,0.0
44362,11461,99,8000,01849,0.0
3084,3829,490,13000,01849,0.0
24283,2743,492,3154,01849,2846.0
8,7880,493,5916,01850,84.0
6635,8835,574,8000,01850,0.0
3073,3827,490,2042,01850,10.0
31030,10546,491,8000,01850,0.0
35979,1324,494,989,01850,5011.0
39982,7704,432,2041,01850,1260.0
26652,1190,492,5901,01850,99.0
32826,9977,1395,2166,01850,0.0
34243,5432,773,3116,01850,1307.0
5126,6160,492,985,01850,5015.0
865,9574,490,6470,01851,6530.0
14062,2067,491,13000,01851,0.0
34244,5432,773,3116,01851,1307.0
31908,10971,1772,3544,01851,2456.0
44358,11458,99,4689,01851,0.0
47615,72,65,130,01851,5071.0
14,7883,491,5888,01851,112.0
43547,10313,400,6090,01851,0.0
39983,7704,432,2041,01851,1260.0
3069,3826,490,2493,01851,2.0
6640,8846,2765,8000,01852,0.0
31909,10971,1772,3544,01852,2456.0
3062,3824,490,2499,01852,0.0
850,9571,646,13000,01852,0.0
29025,1637,280,2955,01852,183.0
34242,5432,785,3116,01852,1307.0
40750,5126,618,5850,01852,0.0
21561,8323,2072,7947,01852,53.0
47420,5391,3065,4128,01853,6.0
2895,3790,651,2475,01853,25.0
29023,1637,408,2955,01853,183.0
41797,548,438,13000,01853,0.0
26653,1190,492,5901,01853,99.0
31906,10970,1772,3544,01853,238.0
47614,72,65,130,01853,5071.0
21560,8322,2072,7952,01853,48.0
37141,10868,661,6000,01854,0.0
26654,1190,492,5901,01854,99.0
8410,7517,182,8000,01854,0.0
29021,1637,414,2955,01854,183.0
21559,8321,2072,7961,01854,39.0
25119,2975,493,5999,01854,1.0
41796,548,497,13000,01854,0.0
9,7880,493,5916,01854,84.0
6617,8815,388,6000,01854,0.0
38236,11366,553,13000,01854,0.0
17321,3881,494,7658,01854,342.0
17319,3875,487,8000,01855,0.0
38160,11361,491,1386,01855,4513.0
13982,2042,492,3771,01855,0.0
21557,8315,2072,7998,01855,2.0
24665,5200,493,5918,01855,82.0
29028,1638,275,275,01855,5725.0
37655,1376,493,8881,01855,0.0
31907,10970,1772,3544,01855,238.0
26655,1190,492,5901,01855,99.0
10,7880,493,5916,01855,84.0
8402,7516,571,8000,01855,0.0
47456,5801,1531,5992,01855,8.0
46811,24,576,13000,01856,0.0
37656,1376,493,8881,01856,0.0
8420,7521,782,8000,01856,0.0
17291,3890,1305,7975,01856,25.0
15068,9905,473,8000,01856,0.0
24737,2764,5581,7827,01856,173.0
6616,8814,303,6000,01856,0.0
47454,5800,1531,6000,01856,0.0
26656,1190,492,5901,01856,99.0
38306,1501,491,1964,01856,3142.0
38161,11361,491,1386,01856,4513.0
40757,5128,6149,12993,01856,7.0
11,7880,493,5916,01856,84.0
13978,2041,292,3964,01856,4.54747e-13
38307,1501,491,1964,01857,3142.0
18497,6522,583,6000,01857,0.0
46796,22,493,13000,01857,0.0
8424,7525,1596,7999,01857,1.0
13973,2041,399,3964,01857,4.54747e-13
40762,5129,6049,12990,01857,10.0
17322,3881,494,7658,01857,342.0
36779,2378,490,5556,01857,9.0
41908,10147,369,8000,01857,0.0
2162,4869,229,2550,01857,0.0
46792,22,668,13000,01858,0.0
38208,11358,393,2721,01858,0.0
42700,9140,416,13000,01858,0.0
13974,2041,399,3964,01858,4.54747e-13
8426,7526,845,7997,01858,3.0
41949,10146,492,8000,01858,0.0
36780,2378,490,5556,01858,9.0
10616,2201,423,8000,01859,0.0
38162,11361,404,1386,01859,4513.0
8400,7515,319,2262,01859,0.0
12151,3945,418,6000,01859,0.0
80,7877,493,5916,01859,84.0
41437,10405,2131,7998,01859,2.0
46793,22,664,13000,01859,0.0
18509,6534,138,5038,01859,0.0
11935,9407,545,8000,01859,0.0
36781,2378,490,5556,01859,9.0
50748,5821,2180,5906,01859,94.0
17320,3876,493,8000,01859,0.0
4684,8769,322,7986,01860,14.0
26645,1189,492,5990,01860,10.0
21231,8497,433,8000,01860,0.0
32835,9992,1789,7997,01860,3.0
17226,3875,491,8000,01860,0.0
18510,6534,138,5038,01860,0.0
50751,5822,2180,5893,01860,107.0
22539,9078,421,8000,01860,0.0
117,7904,2169,7996,01860,4.0
8409,7517,494,8000,01860,0.0
12096,9456,307,13000,01860,0.0
14045,2066,291,8111,01860,0.0
8403,7516,494,8000,01861,0.0
26646,1189,492,5990,01861,10.0
17220,3874,485,6375,01861,0.0
37660,1377,457,13000,01861,0.0
25114,2974,493,2150,01861,0.0
20984,8540,2535,12980,01861,20.0
4896,8751,492,7872,01861,128.0
40795,5120,455,8000,01862,0.0
37661,1377,457,13000,01862,0.0
14040,2066,393,8111,01862,0.0
23517,8473,354,709,01862,6807.0
29198,11156,1825,1825,01862,6175.0
17233,3877,424,8000,01862,0.0
50754,5823,2176,5882,01862,118.0
8404,7516,494,8000,01862,0.0
50872,11226,4826,4826,01863,3174.0
20968,8492,203,8000,01863,0.0
299,7936,2675,8000,01863,0.0
37651,1360,1850,4021,01863,990.0
32779,9976,378,5859,01863,0.0
13970,2041,980,3964,01863,4.54747e-13
8413,7518,367,8000,01863,0.0
17236,3881,486,7658,01863,342.0
43277,11422,1492,13000,01864,0.0
17237,3882,425,425,01864,7575.0
304,7941,1220,7970,01864,30.0
50871,11225,5233,6687,01864,1313.0
50740,5820,1901,3167,01864,34.0
22366,9077,429,8000,01864,0.0
27387,7604,555,2040,01864,0.0
36789,2380,451,451,01865,12549.0
17224,3874,208,6375,01865,0.0
20842,8498,469,8000,01865,0.0
43278,11422,1492,13000,01865,0.0
29208,11132,458,8000,01865,0.0
25142,2976,492,5909,01866,91.0
17217,3872,492,5971,01866,29.0
43237,11417,489,2288,01866,0.0
34492,820,217,5509,01866,0.0
36786,2379,1118,2161,01866,288.0
29221,11135,558,8000,01866,0.0
20034,2271,494,1975,01866,151.0
29206,11132,702,8000,01867,0.0
43238,11417,489,2288,01867,0.0
50752,5822,1857,5893,01867,107.0
20832,8496,469,8000,01867,0.0
25159,2979,492,4188,01867,885.0
23719,967,492,8000,01867,0.0
17205,3867,485,4050,01867,0.0
36787,2379,556,2161,01867,288.0
8190,5323,914,13000,01868,0.0
25160,2979,492,4188,01868,885.0
47288,9879,1106,7257,01868,5743.0
17207,3867,424,4050,01868,0.0
23372,8473,355,709,01868,6807.0
50749,5821,1865,5906,01868,94.0
37682,1382,231,1386,01868,4774.0
36777,2378,664,5556,01868,9.0
43246,11419,1353,13000,01868,0.0
29069,11122,344,6000,01869,0.0
25143,2976,492,5909,01869,91.0
43255,11420,1485,13000,01869,0.0
21195,8496,415,8000,01869,0.0
17227,3875,491,8000,01869,0.0
26537,1195,426,2749,01869,564.0
9022,9366,492,7212,01869,788.0
21191,8493,2322,8000,01870,0.0
26547,1211,245,245,01870,5755.0
51109,8904,662,2991,01870,24.0
17221,3874,485,6375,01870,0.0
1579,7072,1908,13000,01870,0.0
37683,1382,231,1386,01870,4774.0
42434,6809,418,418,01870,5582.0
12625,9455,307,2896,01870,0.0
25186,3014,492,2530,01870,0.0
50756,5823,1853,5882,01870,118.0
28,7893,1735,8000,01870,0.0
7262,5613,2281,13000,01871,0.0
26570,1226,489,12984,01871,16.0
37843,1557,491,982,01871,3189.0
25192,3017,851,2301,01871,161.0
37684,1382,231,1386,01871,4774.0
51110,8904,577,2991,01871,24.0
33208,11044,492,8000,01871,0.0
17234,3878,425,7988,01871,12.0
44316,11460,474,8000,01871,0.0
38780,9156,443,8000,01872,0.0
50750,5821,1861,5906,01872,94.0
7263,5614,1929,12999,01872,1.0
37803,1557,491,982,01872,3189.0
31878,2482,542,2231,01872,614.0
21647,8299,533,6000,01872,0.0
17222,3874,485,6375,01872,0.0
25187,3015,992,2472,01872,2.0
37685,1382,231,1386,01872,4774.0
17223,3874,425,6375,01873,0.0
38467,1513,353,2778,01873,8.0
44317,11460,474,8000,01873,0.0
38796,9160,882,7997,01873,3.0
42429,6802,313,1252,01873,4748.0
50470,10194,485,5915,01873,85.0
37686,1382,231,1386,01873,4774.0
3425,9686,1117,12992,01874,8.0
44342,11460,446,8000,01874,0.0
50457,10193,842,6000,01874,0.0
25181,3013,346,2762,01874,0.0
37687,1382,231,1386,01874,4774.0
37148,7762,425,3879,01874,0.0
32603,10626,373,8000,01874,0.0
17500,3875,492,8000,01874,0.0
38468,1513,353,2778,01874,8.0
7140,5614,1904,12999,01874,1.0
50757,5824,1848,3865,01874,2135.0
34580,832,348,8000,01874,0.0
50465,10193,478,6000,01875,0.0
32602,10625,492,8000,01875,0.0
42430,6802,313,1252,01875,4748.0
412,7930,2842,5427,01875,2573.0
17501,3875,492,8000,01875,0.0
33421,1465,492,1958,01875,2623.0
34589,834,568,8000,01875,0.0
3426,9686,1117,12992,01875,8.0
50753,5822,1856,5893,01876,107.0
50475,10194,484,5915,01876,85.0
3423,9686,2917,12992,01876,8.0
410,7929,2842,5684,01876,2316.0
26563,1221,679,13000,01876,0.0
33423,1465,487,1958,01876,2623.0
43271,11421,1492,13000,01876,0.0
17373,3874,443,6375,01876,0.0
46777,13,488,488,01876,5512.0
409,7918,2656,7968,01877,32.0
50468,10194,842,5915,01877,85.0
33424,1465,487,1958,01877,2623.0
8414,7519,669,8000,01877,0.0
684,9565,1490,12998,01877,2.0
47365,11315,1179,6590,01877,1410.0
34572,832,492,8000,01877,0.0
33422,1465,492,1958,01878,2623.0
8441,7516,494,8000,01878,0.0
7268,5560,2684,8000,01878,0.0
411,7929,2842,5684,01878,2316.0
50462,10193,478,6000,01878,0.0
32722,10014,2148,10019,01878,2194.0
50758,5824,1846,3865,01878,2135.0
36648,2422,494,494,01878,1764.0
6904,5558,2778,8000,01879,0.0
38469,1514,736,2147,01879,73.0
8456,7520,740,8000,01879,0.0
23506,8459,492,7872,01879,128.0
403,7896,2842,8000,01879,0.0
50487,10196,478,1320,01879,4680.0
31004,10543,488,5604,01879,396.0
37045,10868,492,6000,01879,0.0
